fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.2,0.96,0.04,2.0,0.087,19.5,46.5,0.996759,3.31,0.55,9.7,3
9.8,0.72,0.36,2.4,0.169,5.3,14.7,0.999271,3.25,0.59,9.1,3
10.5,0.45,0.43,1.5,0.141,32.5,47.9,0.998473,3.37,0.84,9.8,3
7.2,1.0,0.04,5.0,0.092,3.4,13.1,0.997478,3.42,0.5,10.3,3
10.2,0.67,0.46,2.1,0.196,5.0,15.5,0.999091,3.18,0.61,8.6,3
8.0,0.75,0.17,1.5,0.217,14.4,33.7,0.996287,3.3,0.53,9.6,3
8.7,0.94,0.21,3.3,0.141,5.0,14.9,0.997791,3.43,0.58,9.7,3
7.4,1.15,0.01,3.9,0.091,7.4,19.5,0.996671,3.58,0.54,10.5,3
6.9,0.84,0.01,1.3,0.238,16.6,31.8,0.995037,3.32,0.52,9.8,3
7.0,0.86,0.04,4.8,0.12,5.7,17.1,0.99739,3.38,0.52,10.1,3
9.7,0.52,0.34,1.4,0.17,30.4,44.2,0.997592,3.37,0.79,9.9,3
8.2,1.05,0.02,3.5,0.086,5.8,11.5,0.99854,3.5,0.5,11.0,3
7.1,0.93,0.04,5.5,0.084,3.3,14.0,0.997837,3.44,0.52,10.3,3
8.2,1.07,0.12,3.9,0.093,5.9,20.1,0.997379,3.56,0.55,10.4,3
7.0,0.94,0.0,2.2,0.21,12.3,24.0,0.995343,3.42,0.52,10.1,3
8.0,1.29,0.01,2.8,0.109,5.5,10.0,0.996936,3.49,0.45,11.0,3
7.9,0.97,0.03,4.2,0.083,4.9,12.1,0.998619,3.45,0.5,10.7,3
7.1,0.91,0.04,5.5,0.084,3.2,14.0,0.997898,3.43,0.52,10.3,3
10.4,0.51,0.45,1.7,0.167,22.6,35.4,0.998744,3.29,0.77,9.3,3
11.4,0.55,0.62,2.1,0.087,14.4,47.2,1.000345,3.27,0.62,9.2,3
8.9,0.71,0.29,1.6,0.182,13.4,36.9,0.997384,3.29,0.54,9.4,3
9.3,0.72,0.26,2.5,0.127,23.1,35.2,0.997672,3.47,0.74,10.2,3
9.4,0.8,0.27,2.7,0.146,5.5,13.7,0.999178,3.31,0.57,9.6,3
8.2,0.87,0.18,2.1,0.103,15.5,39.1,0.997758,3.26,0.57,9.3,3
7.5,1.28,0.0,3.7,0.107,5.0,12.7,0.996136,3.6,0.5,10.8,3
8.9,0.71,0.24,1.8,0.103,27.0,48.5,0.997688,3.35,0.71,9.8,3
7.9,0.76,0.15,1.4,0.222,14.6,33.2,0.996124,3.3,0.52,9.6,3
7.3,1.15,0.0,3.9,0.114,6.1,15.5,0.99641,3.6,0.54,10.6,3
7.0,0.88,0.02,1.5,0.188,17.5,36.7,0.995608,3.32,0.53,9.8,3
7.1,1.02,0.0,2.9,0.175,10.0,20.8,0.995737,3.49,0.53,10.3,3
7.3,1.15,0.0,4.0,0.113,6.0,15.4,0.996423,3.6,0.54,10.6,3
8.6,0.73,0.25,1.6,0.194,13.7,35.8,0.996998,3.29,0.53,9.5,3
8.2,1.09,0.02,3.2,0.09,5.9,10.8,0.998434,3.48,0.48,11.0,3
7.6,1.14,0.03,4.1,0.1,6.7,16.0,0.996703,3.61,0.56,10.7,3
10.8,0.49,0.51,1.8,0.119,25.1,47.6,0.999243,3.33,0.75,9.6,3
7.5,0.92,0.04,4.9,0.083,4.0,13.0,0.998361,3.43,0.51,10.5,3
7.2,0.96,0.04,2.0,0.09,19.4,46.2,0.996724,3.31,0.54,9.7,3
7.3,0.9,0.04,5.2,0.082,3.6,13.4,0.998253,3.42,0.51,10.4,3
10.9,0.6,0.55,2.1,0.152,6.9,27.8,0.999932,3.19,0.61,8.6,3
11.0,0.6,0.57,2.1,0.141,7.3,30.5,1.000053,3.2,0.6,8.7,3
6.9,0.9,0.0,1.3,0.253,14.8,26.9,0.994715,3.34,0.5,9.9,3
7.5,1.43,0.01,2.9,0.125,4.6,10.1,0.995462,3.48,0.43,10.8,3
8.0,1.43,0.07,2.1,0.147,5.0,10.1,0.995464,3.45,0.43,10.5,3
8.1,1.19,0.01,3.0,0.101,5.7,10.4,0.997623,3.49,0.46,11.0,3
10.6,0.73,0.5,2.7,0.08,8.8,38.8,0.999756,3.34,0.56,9.4,3
9.6,0.58,0.33,1.7,0.123,30.4,48.3,0.997995,3.36,0.78,9.8,3
10.3,0.62,0.47,2.1,0.202,5.4,16.4,0.999243,3.17,0.63,8.4,3
7.4,1.1,0.02,3.3,0.082,11.5,29.1,0.996794,3.49,0.54,10.3,3
6.9,0.83,0.01,2.3,0.223,12.9,25.4,0.995511,3.34,0.51,9.9,3
7.1,0.91,0.04,5.5,0.084,3.2,14.0,0.997898,3.43,0.52,10.3,3
9.2,0.57,0.28,1.4,0.187,27.8,41.5,0.997085,3.36,0.74,9.9,3
7.7,0.77,0.12,1.4,0.233,14.9,32.2,0.995799,3.31,0.52,9.7,3
10.0,0.63,0.44,2.0,0.207,6.2,17.4,0.998881,3.18,0.62,8.6,3
7.6,1.52,0.0,2.4,0.131,5.0,9.8,0.995043,3.52,0.42,10.9,3
7.5,1.16,0.0,4.1,0.095,5.1,13.6,0.996896,3.61,0.53,10.7,3
7.5,1.34,0.0,3.4,0.113,5.0,12.0,0.995869,3.58,0.48,10.8,3
8.7,0.94,0.12,3.1,0.108,5.8,12.0,0.999017,3.42,0.52,10.5,3
10.0,0.7,0.42,2.4,0.185,5.0,15.7,0.99898,3.23,0.62,8.7,3
7.4,0.91,0.04,5.2,0.082,3.7,13.3,0.998273,3.42,0.51,10.4,3
8.2,1.03,0.14,3.7,0.126,5.0,14.6,0.997378,3.5,0.56,10.1,3
10.3,0.65,0.48,1.9,0.128,11.7,42.0,0.999095,3.27,0.55,9.2,3
9.6,0.76,0.32,2.6,0.158,5.4,14.2,0.999228,3.27,0.58,9.3,3
11.2,0.54,0.59,2.0,0.096,17.3,47.3,1.000041,3.29,0.66,9.3,3
8.0,1.28,0.01,2.8,0.108,5.5,10.1,0.997018,3.49,0.45,11.0,3
7.8,1.44,0.01,2.4,0.124,5.3,9.5,0.995807,3.49,0.42,10.9,3
8.4,0.85,0.2,2.1,0.109,14.8,37.6,0.997862,3.26,0.58,9.3,3
7.9,0.88,0.12,2.0,0.076,22.5,48.8,0.997281,3.32,0.61,9.7,3
7.3,0.96,0.05,2.0,0.08,19.6,47.2,0.996836,3.31,0.55,9.7,3
6.9,0.84,0.02,3.1,0.19,10.6,22.8,0.996114,3.35,0.51,10.0,3
9.9,0.82,0.4,3.0,0.083,8.0,33.8,0.999116,3.4,0.56,9.7,3
7.9,1.32,0.01,2.7,0.113,5.5,9.9,0.996682,3.49,0.44,10.9,3
7.1,0.89,0.05,5.6,0.083,3.1,14.0,0.998002,3.41,0.52,10.2,3
7.2,0.98,0.04,5.1,0.09,3.3,13.2,0.997571,3.42,0.5,10.3,3
7.1,1.13,0.0,1.6,0.213,11.4,20.7,0.994731,3.39,0.46,10.3,3
7.1,1.0,0.0,2.7,0.181,10.4,21.4,0.995666,3.48,0.53,10.3,3
8.7,1.2,0.19,2.1,0.161,5.0,11.7,0.996563,3.37,0.49,9.9,3
7.6,1.57,0.0,2.2,0.136,5.0,9.1,0.99482,3.5,0.4,10.9,3
11.4,0.56,0.63,2.1,0.083,13.1,47.1,1.000483,3.27,0.61,9.1,3
7.6,1.15,0.03,4.1,0.104,5.0,14.1,0.99679,3.6,0.55,10.5,3
7.2,1.01,0.03,5.1,0.089,3.9,14.0,0.997436,3.5,0.53,10.4,3
7.9,0.98,0.03,4.1,0.083,5.1,11.9,0.998665,3.46,0.5,10.8,3
7.4,1.16,0.0,4.0,0.11,5.9,15.2,0.996454,3.61,0.54,10.6,3
8.4,1.3,0.14,2.1,0.155,5.0,11.0,0.996118,3.4,0.47,10.2,3
10.4,0.47,0.43,1.6,0.153,29.6,43.1,0.998485,3.35,0.82,9.7,3
9.2,0.85,0.22,2.8,0.133,5.6,13.1,0.999123,3.34,0.55,9.9,3
7.1,1.12,0.0,1.6,0.216,11.7,21.1,0.99473,3.39,0.47,10.2,3
8.9,0.7,0.28,1.7,0.228,9.7,21.5,0.997411,3.23,0.58,9.0,3
7.0,1.02,0.0,1.4,0.233,13.1,23.7,0.994723,3.37,0.48,10.1,3
11.5,0.57,0.64,2.2,0.079,11.6,47.1,1.000637,3.26,0.59,9.1,3
7.1,0.9,0.05,5.6,0.083,3.1,14.0,0.99797,3.42,0.52,10.2,3
9.0,0.87,0.27,3.1,0.154,5.0,15.1,0.998138,3.37,0.59,9.4,3
10.1,0.68,0.43,2.3,0.188,5.0,15.8,0.999083,3.21,0.62,8.7,3
10.3,0.61,0.48,2.1,0.201,5.2,16.2,0.999329,3.16,0.63,8.4,3
7.5,1.47,0.01,2.7,0.128,4.7,9.8,0.995295,3.48,0.42,10.8,3
7.1,0.91,0.04,5.5,0.084,3.2,14.0,0.997895,3.43,0.52,10.3,3
6.8,0.83,0.0,1.3,0.251,16.3,30.6,0.994895,3.32,0.51,9.8,3
7.3,0.79,0.06,1.3,0.258,14.6,27.3,0.99532,3.3,0.53,9.6,3
7.7,0.95,0.03,4.5,0.083,4.6,12.4,0.998516,3.44,0.5,10.6,3
9.6,0.68,0.39,1.8,0.153,12.5,39.6,0.998311,3.28,0.55,9.3,3
7.7,0.94,0.01,2.5,0.157,10.0,18.2,0.99724,3.42,0.5,10.5,3
7.6,1.54,0.0,2.1,0.144,5.6,10.1,0.994757,3.49,0.41,10.8,3
7.2,0.98,0.03,5.2,0.087,3.7,14.0,0.997584,3.48,0.53,10.4,3
9.8,0.68,0.4,2.1,0.173,8.0,22.5,0.998937,3.19,0.61,8.7,3
7.3,0.98,0.05,2.1,0.061,20.0,49.0,0.997067,3.31,0.55,9.7,3
7.8,0.95,0.01,2.7,0.145,9.3,17.0,0.997516,3.43,0.5,10.6,3
7.5,1.34,0.0,3.4,0.113,5.0,12.0,0.995867,3.58,0.48,10.8,3
9.0,0.69,0.25,1.8,0.106,27.5,48.5,0.997732,3.35,0.72,9.8,3
8.2,1.06,0.02,3.3,0.088,5.9,10.8,0.998587,3.48,0.48,11.0,3
7.3,1.32,0.0,1.8,0.182,8.8,15.9,0.994743,3.44,0.44,10.5,3
10.1,0.79,0.43,2.9,0.082,8.3,35.6,0.999343,3.38,0.56,9.6,3
9.7,0.86,0.36,2.1,0.183,5.0,14.2,0.998182,3.25,0.57,9.1,3
7.3,1.04,0.02,4.9,0.09,4.1,14.0,0.997269,3.53,0.53,10.5,3
6.9,0.83,0.01,2.2,0.225,13.1,25.6,0.995467,3.34,0.51,9.9,3
7.3,1.04,0.02,4.9,0.09,4.1,14.0,0.99727,3.53,0.53,10.5,3
7.6,1.52,0.0,2.4,0.131,5.0,9.7,0.995019,3.52,0.42,10.9,3
10.0,0.68,0.41,2.3,0.18,5.2,15.1,0.999315,3.22,0.61,8.9,3
8.8,0.71,0.23,1.8,0.103,27.0,48.5,0.997683,3.34,0.7,9.8,3
8.5,0.46,0.77,3.1,0.377,27.7,75.5,0.998558,2.99,1.44,9.5,4
7.8,0.78,0.0,2.4,0.081,12.8,24.0,0.997407,3.41,0.47,9.9,4
7.5,0.38,0.25,2.1,0.07,26.7,47.8,0.995981,3.41,0.54,9.9,4
8.0,0.75,0.01,1.9,0.083,11.6,23.9,0.997356,3.3,0.67,9.5,4
9.9,0.88,0.24,3.3,0.102,12.0,85.8,1.000651,3.42,0.65,11.1,4
7.5,0.73,0.0,1.9,0.082,6.1,12.2,0.996574,3.35,0.5,9.8,4
6.2,0.66,0.02,1.6,0.081,6.0,12.7,0.995522,3.56,0.58,10.0,4
9.2,0.52,0.99,3.4,0.599,31.8,69.3,0.999551,2.75,1.97,9.4,4
11.8,0.47,0.45,2.1,0.133,34.2,50.6,0.998314,3.32,0.81,9.8,4
7.5,0.75,0.0,1.9,0.084,6.0,11.9,0.996713,3.34,0.49,9.7,4
6.6,0.63,0.17,1.8,0.103,8.5,22.1,0.995412,3.42,0.44,9.2,4
8.1,0.77,0.01,2.2,0.069,5.4,14.0,0.996405,3.34,0.58,11.0,4
7.4,0.58,0.13,2.0,0.084,10.4,24.0,0.996525,3.38,0.44,9.2,4
6.3,0.68,0.28,2.0,0.06,30.8,84.5,0.99562,3.52,0.6,10.0,4
7.1,0.55,0.14,1.7,0.078,9.0,21.9,0.996078,3.31,0.66,9.1,4
9.1,0.51,0.98,3.4,0.584,31.5,69.7,0.999485,2.77,1.94,9.4,4
7.5,0.69,0.07,2.5,0.059,5.0,9.3,0.996339,3.38,0.55,10.9,4
8.0,0.62,0.34,2.0,0.085,14.2,56.1,0.996991,3.38,0.57,10.7,4
7.1,0.49,0.29,10.4,0.067,7.3,106.0,0.997098,3.33,0.58,11.4,4
5.7,1.12,0.09,1.5,0.171,7.0,19.1,0.994028,3.5,0.48,9.8,4
8.4,0.68,0.2,2.2,0.092,11.0,74.2,0.997304,3.21,0.58,9.2,4
12.0,0.47,0.46,3.0,0.109,31.0,50.0,0.99823,3.22,0.72,9.8,4
8.4,0.65,0.28,2.1,0.091,13.2,64.2,0.997409,3.26,0.58,9.8,4
6.9,0.71,0.01,1.8,0.083,6.0,12.3,0.99617,3.44,0.53,9.8,4
6.8,0.47,0.15,1.9,0.089,4.0,7.4,0.994366,3.4,0.5,11.0,4
9.8,0.94,0.21,3.3,0.102,12.7,85.9,1.000596,3.45,0.63,11.3,4
7.0,0.48,0.0,2.2,0.068,6.9,13.9,0.995159,3.41,0.58,10.9,4
7.9,0.94,0.25,2.0,0.099,7.0,22.5,0.995908,3.29,0.47,10.0,4
6.7,0.68,0.13,1.9,0.082,11.9,23.4,0.995312,3.46,0.47,9.8,4
7.7,0.74,0.16,2.0,0.083,17.0,77.0,0.996651,3.31,0.57,9.5,4
8.1,0.79,0.09,2.4,0.083,10.4,23.7,0.997405,3.34,0.46,9.7,4
7.9,0.72,0.01,1.7,0.079,10.7,22.6,0.997055,3.26,0.82,9.4,4
7.4,0.56,0.52,2.6,0.106,3.0,9.1,0.996993,3.32,0.57,10.5,4
7.4,0.77,0.25,2.0,0.075,10.4,63.4,0.995931,3.41,0.5,10.4,4
5.6,0.59,0.16,2.3,0.063,8.5,68.8,0.994763,3.82,0.57,12.8,4
7.2,0.58,0.24,2.5,0.075,13.6,53.1,0.996029,3.5,0.53,10.7,4
7.2,0.39,0.27,2.9,0.093,3.8,7.5,0.994807,3.41,0.58,11.5,4
8.1,0.43,0.66,2.9,0.26,25.5,78.8,0.998036,3.12,1.15,9.5,4
5.3,0.58,0.17,2.1,0.059,8.6,64.6,0.994045,3.77,0.54,12.4,4
8.7,0.47,0.79,3.0,0.461,30.9,63.2,0.998548,2.93,1.6,9.6,4
6.0,0.65,0.02,1.6,0.081,6.0,12.8,0.995353,3.59,0.59,10.0,4
7.8,0.79,0.0,2.0,0.079,5.6,12.8,0.996712,3.33,0.52,10.2,4
8.2,0.91,0.26,2.1,0.087,7.1,22.9,0.996212,3.26,0.49,10.0,4
8.6,0.63,0.34,2.3,0.089,15.8,51.6,0.997507,3.29,0.55,10.0,4
10.0,0.5,0.81,2.8,0.454,33.3,62.9,0.999183,2.96,1.62,9.6,4
7.3,0.99,0.21,1.9,0.117,7.0,21.6,0.995443,3.34,0.47,9.9,4
7.5,0.81,0.19,1.5,0.084,39.1,71.9,0.995557,3.61,0.63,10.3,4
8.2,0.87,0.18,2.1,0.088,8.9,24.0,0.996709,3.3,0.47,9.9,4
7.4,0.39,0.29,3.5,0.084,3.7,8.0,0.994974,3.39,0.57,11.6,4
6.1,0.96,0.07,1.7,0.145,7.0,17.7,0.994305,3.47,0.51,10.1,4
6.5,0.58,0.25,2.1,0.071,11.5,60.0,0.995409,3.61,0.56,11.8,4
8.4,0.65,0.31,2.1,0.09,13.8,61.1,0.997422,3.28,0.58,10.0,4
7.2,0.76,0.14,1.5,0.068,31.9,107.2,0.996016,3.37,0.9,9.6,4
11.3,0.46,0.43,1.6,0.142,35.5,50.8,0.998195,3.38,0.84,9.9,4
7.5,0.68,0.07,2.5,0.058,5.0,9.0,0.996228,3.38,0.54,10.9,4
7.3,0.62,0.34,2.3,0.091,3.8,9.0,0.996826,3.35,0.56,10.6,4
7.2,0.57,0.53,2.1,0.114,3.0,8.9,0.997107,3.33,0.57,10.3,4
7.9,0.48,0.46,4.4,0.079,3.0,9.5,0.996352,3.3,0.56,11.2,4
7.9,0.6,0.22,1.8,0.082,15.8,49.5,0.996667,3.34,0.53,9.8,4
7.0,0.46,0.27,8.0,0.065,15.1,115.6,0.996359,3.24,0.8,10.5,4
7.1,0.69,0.0,1.8,0.078,5.2,10.3,0.99555,3.34,0.44,10.0,4
7.3,0.77,0.01,1.5,0.075,11.1,21.1,0.995928,3.28,0.94,9.7,4
7.2,0.46,0.42,2.4,0.069,24.4,84.1,0.996766,3.37,0.67,9.7,4
9.8,0.51,0.86,2.9,0.494,33.0,64.5,0.99929,2.9,1.71,9.5,4
8.4,0.68,0.26,7.4,0.084,8.9,97.3,0.998785,3.38,0.61,11.4,4
12.1,0.47,0.56,4.4,0.142,26.8,51.7,0.998299,3.01,0.76,9.6,4
7.9,0.56,0.34,2.1,0.063,11.4,54.9,0.996603,3.56,0.56,11.1,4
9.7,0.87,0.21,3.1,0.102,11.0,83.4,1.000132,3.38,0.63,10.8,4
7.6,0.56,0.23,5.6,0.081,9.4,87.2,0.996835,3.23,0.58,9.9,4
9.0,0.57,0.4,2.1,0.066,12.4,51.7,0.997617,3.46,0.56,10.5,4
8.0,0.76,0.01,2.2,0.069,5.5,14.0,0.996335,3.34,0.58,11.0,4
10.4,0.45,0.44,2.1,0.065,14.0,42.8,0.997982,3.27,0.53,9.5,4
6.9,0.59,0.29,1.9,0.093,3.5,8.5,0.995686,3.33,0.48,10.3,4
8.2,0.85,0.13,2.2,0.089,10.0,24.5,0.997006,3.32,0.46,9.8,4
8.5,0.44,0.34,2.0,0.068,22.5,47.6,0.997061,3.38,0.55,9.8,4
6.4,1.03,0.02,2.1,0.078,17.6,26.4,0.994998,3.57,0.56,11.1,4
8.1,0.77,0.0,2.1,0.087,12.6,25.4,0.99767,3.35,0.52,9.6,4
12.2,0.46,0.47,4.3,0.07,25.5,48.6,0.997966,3.07,0.57,9.6,4
7.5,0.39,0.47,2.6,0.073,22.2,85.5,0.9972,3.31,0.72,9.6,4
6.7,0.62,0.01,1.7,0.067,4.2,8.2,0.994321,3.34,0.4,10.5,4
5.9,0.56,0.22,2.1,0.066,10.5,61.5,0.994837,3.69,0.56,12.1,4
7.0,0.83,0.02,4.3,0.095,5.0,13.0,0.996913,3.42,0.57,11.0,4
8.4,0.87,0.04,1.6,0.074,6.3,19.3,0.99627,3.26,0.65,9.5,4
10.2,0.54,0.37,2.2,0.119,26.8,48.6,0.997993,3.32,0.69,9.6,4
9.7,0.6,0.4,2.4,0.079,15.5,46.5,0.99836,3.28,0.54,9.5,4
8.0,0.81,0.28,2.0,0.081,11.3,62.3,0.996597,3.29,0.49,9.8,4
8.1,0.77,0.0,2.1,0.087,12.6,25.4,0.997681,3.35,0.52,9.6,4
11.7,0.51,0.49,3.5,0.07,21.2,48.2,0.998498,3.15,0.57,9.6,4
7.4,0.52,0.18,3.7,0.061,3.6,8.9,0.994719,3.31,0.45,11.1,4
6.2,1.08,0.13,1.6,0.154,7.0,19.9,0.994468,3.45,0.48,9.8,4
5.7,0.63,0.03,1.5,0.08,6.0,12.9,0.995074,3.64,0.61,10.1,4
8.2,0.4,0.37,5.4,0.061,3.2,9.3,0.995433,3.31,0.56,11.9,4
5.8,1.06,0.1,1.5,0.162,7.2,19.5,0.99421,3.49,0.47,9.7,4
7.6,0.4,0.46,2.6,0.074,21.2,83.4,0.997211,3.31,0.69,9.6,4
8.3,0.84,0.01,2.3,0.071,5.0,14.0,0.996708,3.32,0.58,11.0,4
7.2,0.58,0.54,2.1,0.114,3.0,9.0,0.997184,3.33,0.57,10.3,4
7.0,0.83,0.02,4.2,0.095,5.1,13.0,0.996887,3.42,0.57,10.9,4
6.6,0.41,0.29,9.9,0.061,11.5,114.6,0.996109,3.26,0.71,10.9,4
7.8,0.84,0.01,3.2,0.082,5.0,13.5,0.996836,3.36,0.58,11.0,4
7.2,0.66,0.05,2.2,0.061,4.7,8.7,0.995626,3.37,0.5,10.8,4
7.5,0.68,0.07,2.5,0.058,5.0,9.0,0.996246,3.38,0.54,10.9,4
8.7,0.62,0.32,2.6,0.088,16.4,48.8,0.997553,3.28,0.53,9.6,4
9.6,0.51,0.91,3.1,0.535,32.7,66.1,0.999398,2.84,1.81,9.5,4
5.1,0.93,0.08,2.9,0.046,36.3,88.7,0.994056,3.69,0.49,10.6,4
9.1,0.61,0.33,2.7,0.085,16.5,46.2,0.997842,3.27,0.52,9.3,4
8.5,0.41,0.17,1.9,0.066,15.7,39.4,0.99583,3.31,0.48,9.1,4
8.8,0.48,0.83,3.1,0.489,31.1,64.3,0.998745,2.89,1.68,9.5,4
7.3,0.64,0.0,2.0,0.077,6.4,12.8,0.996105,3.36,0.53,10.2,4
6.5,0.99,0.0,2.0,0.084,16.6,24.2,0.994741,3.57,0.54,11.0,4
6.7,0.61,0.08,1.7,0.076,3.9,8.1,0.994434,3.33,0.4,10.4,4
8.6,0.62,0.33,2.4,0.088,16.0,50.4,0.997527,3.28,0.54,9.8,4
6.4,1.02,0.02,2.1,0.079,17.5,25.9,0.994862,3.57,0.55,11.2,4
6.5,0.94,0.06,1.4,0.13,7.8,19.4,0.995047,3.36,0.73,9.5,4
7.6,0.65,0.12,3.0,0.057,4.7,9.1,0.99623,3.37,0.55,11.1,4
9.2,0.59,0.32,3.0,0.086,18.1,46.4,0.99766,3.23,0.52,9.3,4
6.6,0.63,0.17,1.8,0.103,8.5,22.1,0.995412,3.42,0.44,9.2,4
7.5,0.68,0.11,2.5,0.063,4.8,9.0,0.9964,3.38,0.55,10.8,4
6.0,0.76,0.22,1.9,0.056,33.2,84.6,0.995188,3.57,0.57,10.1,4
8.0,0.61,0.24,1.9,0.083,15.7,50.4,0.996802,3.33,0.54,9.9,4
9.3,0.77,0.3,3.2,0.096,14.2,85.4,0.999891,3.4,0.66,10.8,4
7.8,0.49,0.47,4.1,0.083,3.0,9.5,0.996453,3.31,0.57,11.1,4
8.6,0.47,0.8,3.1,0.407,28.2,74.7,0.998693,2.96,1.51,9.5,4
7.6,0.54,0.24,4.9,0.072,20.8,117.2,0.996764,3.2,0.95,9.8,4
5.8,0.5,0.25,10.0,0.052,14.7,106.0,0.995242,3.41,0.54,11.3,4
6.6,1.03,0.05,2.2,0.072,18.3,29.4,0.995783,3.54,0.56,11.1,4
8.2,0.44,0.71,2.9,0.306,26.3,77.5,0.998243,3.07,1.26,9.5,4
8.1,0.56,0.15,1.7,0.071,16.2,43.3,0.996488,3.35,0.5,9.2,4
7.1,0.69,0.01,3.5,0.084,5.8,13.4,0.996258,3.41,0.57,11.0,4
7.9,0.72,0.01,1.7,0.079,10.7,22.6,0.997057,3.26,0.81,9.4,4
6.7,0.64,0.02,2.0,0.094,7.0,15.3,0.994867,3.43,0.55,10.6,4
8.0,0.56,0.14,1.7,0.072,16.3,43.2,0.996415,3.35,0.5,9.1,4
9.3,0.59,0.32,2.6,0.098,20.4,46.9,0.997735,3.28,0.57,9.4,4
7.7,0.69,0.01,1.6,0.074,9.8,21.0,0.996879,3.22,0.92,9.3,4
7.6,0.52,0.5,3.4,0.094,3.0,9.3,0.996702,3.31,0.57,10.8,4
7.2,0.58,0.22,1.9,0.083,8.5,23.0,0.995933,3.36,0.44,9.3,4
6.1,0.58,0.17,2.1,0.07,9.2,69.0,0.994985,3.62,0.57,11.5,4
7.5,0.69,0.23,2.0,0.085,8.0,23.0,0.996017,3.33,0.45,9.5,4
9.4,0.52,0.95,3.3,0.572,32.3,67.5,0.999497,2.79,1.91,9.4,4
6.6,0.92,0.06,1.4,0.125,7.9,19.5,0.995179,3.34,0.76,9.5,4
7.4,0.93,0.05,2.3,0.077,16.4,29.4,0.997056,3.45,0.52,10.4,4
6.7,0.6,0.11,1.7,0.078,3.8,8.2,0.994599,3.33,0.41,10.4,4
6.7,1.03,0.08,2.3,0.067,19.0,32.2,0.996461,3.52,0.57,11.0,4
9.6,0.4,0.35,3.1,0.068,27.1,48.4,0.996799,3.26,0.55,9.8,4
7.8,0.68,0.06,2.1,0.087,11.7,25.0,0.997171,3.38,0.45,9.4,4
8.0,0.82,0.27,2.0,0.08,11.3,62.3,0.996567,3.29,0.48,9.8,4
5.7,0.63,0.03,1.5,0.08,6.0,12.9,0.995111,3.64,0.61,10.1,4
7.4,0.72,0.03,1.3,0.08,8.8,19.9,0.996298,3.2,1.03,9.2,4
8.0,0.47,0.12,1.8,0.068,16.2,40.5,0.995737,3.33,0.48,9.1,4
6.6,1.08,0.08,1.6,0.142,6.4,19.0,0.994658,3.44,0.47,9.7,4
8.2,0.9,0.25,2.1,0.087,7.4,23.1,0.996334,3.27,0.47,10.0,4
10.8,0.57,0.49,2.5,0.07,16.0,47.3,0.998934,3.26,0.56,9.6,4
8.3,0.46,0.33,5.5,0.052,3.4,9.8,0.995803,3.3,0.56,11.8,4
10.2,0.5,0.85,3.7,0.451,30.2,63.1,0.999158,2.83,1.58,9.5,4
10.2,0.23,0.37,2.2,0.057,14.0,36.0,0.996138,3.23,0.49,9.3,4
9.3,0.33,0.27,2.0,0.062,14.9,37.8,0.995976,3.27,0.49,9.2,4
8.0,0.78,0.19,2.9,0.085,9.8,77.9,0.99808,3.61,0.61,12.0,4
10.3,0.32,0.4,2.2,0.06,14.0,38.9,0.996918,3.25,0.51,9.4,4
5.3,0.99,0.05,1.4,0.048,39.8,87.9,0.994088,3.7,0.53,10.4,4
7.3,0.36,0.23,2.0,0.067,27.5,47.8,0.995753,3.43,0.54,10.0,4
7.5,0.75,0.0,1.9,0.082,5.9,11.8,0.996697,3.34,0.49,9.8,4
8.2,0.73,0.22,2.1,0.088,11.0,70.3,0.997029,3.24,0.55,9.4,4
7.8,0.36,0.26,2.0,0.076,28.9,48.3,0.996038,3.42,0.57,10.0,4
8.1,0.57,0.29,2.3,0.086,14.7,78.0,0.997306,3.24,0.63,9.3,4
10.9,0.45,0.41,1.7,0.133,34.6,50.5,0.997919,3.39,0.81,9.9,4
9.4,0.58,0.33,1.9,0.071,15.1,45.2,0.997864,3.32,0.53,9.4,4
9.9,0.42,0.36,1.8,0.116,32.9,49.8,0.997351,3.4,0.74,9.9,4
6.8,0.5,0.01,2.0,0.07,6.8,13.8,0.995126,3.46,0.59,10.7,4
6.4,0.34,0.36,10.2,0.059,10.3,105.3,0.996114,3.31,0.6,11.0,4
8.1,0.43,0.67,2.9,0.267,25.6,78.6,0.998065,3.11,1.17,9.5,4
7.7,0.69,0.01,1.6,0.074,9.8,21.0,0.996885,3.22,0.92,9.3,4
7.1,0.67,0.01,3.4,0.083,5.9,13.5,0.996171,3.41,0.57,11.0,4
8.5,0.41,0.39,6.2,0.05,3.1,10.0,0.995681,3.28,0.56,12.0,4
6.3,0.61,0.01,1.6,0.072,4.6,9.4,0.994245,3.42,0.44,10.3,4
6.0,0.65,0.2,2.1,0.065,9.2,64.2,0.994683,3.65,0.53,11.7,4
7.4,0.64,0.26,2.3,0.08,4.2,9.0,0.996666,3.36,0.56,10.7,4
7.4,0.63,0.07,1.5,0.075,9.0,20.8,0.996324,3.23,0.9,9.2,4
5.5,0.97,0.06,1.5,0.051,37.0,83.7,0.994274,3.68,0.49,10.3,4
7.1,0.49,0.0,2.2,0.068,6.9,13.8,0.995288,3.4,0.57,10.8,4
8.8,0.62,0.3,2.8,0.088,16.6,47.0,0.997536,3.26,0.51,9.3,4
